"genesetname","p_value","estimate","diff","bh"
"GO_STARTLE_RESPONSE",0.201465658227302,0.118578096465687,"UP",1
"GO_STARTLE_RESPONSE",1,Inf,"DOWN",1
"GO_MOTOR_NEURON_AXON_GUIDANCE",1,Inf,"UP",1
"GO_MOTOR_NEURON_AXON_GUIDANCE",0.0583066174594631,0.117696634899307,"DOWN",1
"GO_PYRIMIDINE_RIBONUCLEOSIDE_CATABOLIC_PROCESS",1,0,"UP",1
"GO_PYRIMIDINE_RIBONUCLEOSIDE_CATABOLIC_PROCESS",1,0,"DOWN",1
"GO_RESPONSE_TO_ENDOGENOUS_STIMULUS",0.0401503186625516,2.02888440393371,"UP",1
"GO_RESPONSE_TO_ENDOGENOUS_STIMULUS",0.275329301611141,0.747951187843818,"DOWN",1
"GO_HYPOTHALAMUS_DEVELOPMENT",1,Inf,"UP",1
"GO_HYPOTHALAMUS_DEVELOPMENT",0.0112242434706429,0,"DOWN",0.975630762891708
"GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY",1,0.951250578862467,"UP",1
"GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY",0.711274676348592,2.03969919148857,"DOWN",1
"GO_POSITIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE",1,Inf,"DOWN",1
"GO_LATERAL_MESODERM_DEVELOPMENT",1,0,"UP",1
"GO_LATERAL_MESODERM_DEVELOPMENT",1,0,"DOWN",1
"GO_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION",0.430640723344053,0.474314071080474,"UP",1
"GO_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION",0.430640723344053,0.474314071080474,"DOWN",1
"GO_EMBRYO_DEVELOPMENT",0.0127031498191807,3.7746811720835,"UP",1
"GO_EMBRYO_DEVELOPMENT",0.00721069575653589,0.448819170198739,"DOWN",0.975630762891708
"GO_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION",0.611776725727992,Inf,"UP",1
"GO_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION",1,1.07158654070595,"DOWN",1
"GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION",0.506777915664413,2.89978919563721,"UP",1
"GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION",0.329272581986387,0.617022604064003,"DOWN",1
"GO_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER",1,0,"UP",1
"GO_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER",1,0,"DOWN",1
"GO_WATER_TRANSPORT",1,Inf,"UP",1
"GO_WATER_TRANSPORT",1,Inf,"DOWN",1
"GO_ESTABLISHMENT_OF_CELL_POLARITY",0.618392974496019,Inf,"UP",1
"GO_ESTABLISHMENT_OF_CELL_POLARITY",1,1.19178258082022,"DOWN",1
"GO_BIOTIN_METABOLIC_PROCESS",0.106344950848972,0,"UP",1
"GO_BIOTIN_METABOLIC_PROCESS",1,Inf,"DOWN",1
"GO_STEM_CELL_DIVISION",1,Inf,"UP",1
"GO_STEM_CELL_DIVISION",0.031321366963289,0.0588711181997746,"DOWN",1
"GO_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS",0.6842435011939,0.83077718732931,"UP",1
"GO_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS",0.237480308111704,0.509668524550854,"DOWN",1
"GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS",1,Inf,"DOWN",1
"GO_DIGESTIVE_SYSTEM_DEVELOPMENT",0.258280731970705,Inf,"UP",1
"GO_DIGESTIVE_SYSTEM_DEVELOPMENT",0.154882387646393,0.467899464025289,"DOWN",1
"GO_POSITIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS",1,0,"UP",1
"GO_POSITIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS",1,0,"DOWN",1
"GO_DNA_CONFORMATION_CHANGE",1,Inf,"UP",1
"GO_DNA_CONFORMATION_CHANGE",0.0905114365867357,0.176519095110096,"DOWN",1
"GO_DETECTION_OF_MECHANICAL_STIMULUS",0.36261486599259,0.355546462703539,"UP",1
"GO_DETECTION_OF_MECHANICAL_STIMULUS",0.36261486599259,0.355546462703539,"DOWN",1
"GO_SEXUAL_REPRODUCTION",0.11436320551404,4.78495829079975,"UP",1
"GO_SEXUAL_REPRODUCTION",0.0169489489570222,Inf,"DOWN",1
"GO_EPIDERMAL_CELL_DIFFERENTIATION",0.742735360810558,0.869927386221432,"UP",1
"GO_EPIDERMAL_CELL_DIFFERENTIATION",0.506777915664413,2.89978919563721,"DOWN",1
"GO_SYNAPTONEMAL_COMPLEX_ORGANIZATION",1,0,"UP",1
"GO_SYNAPTONEMAL_COMPLEX_ORGANIZATION",1,0,"DOWN",1
"GO_BASE_EXCISION_REPAIR",1,Inf,"UP",1
"GO_BASE_EXCISION_REPAIR",1,Inf,"DOWN",1
"GO_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS",1,0,"UP",1
"GO_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS",1,0,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE",1,Inf,"DOWN",1
"GO_TAXIS",0.0927268504263615,2.43080197874654,"UP",1
"GO_TAXIS",0.579539602682711,0.845838151089432,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_AXON_GUIDANCE",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_AXON_GUIDANCE",0.0905114365867357,0.176519095110096,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL",0.286537803859308,0.236959604707618,"DOWN",1
"GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION",1,Inf,"UP",1
"GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION",0.0583066174594631,0.117696634899307,"DOWN",1
"GO_RESPONSE_TO_GLUCAGON",1,Inf,"UP",1
"GO_RESPONSE_TO_GLUCAGON",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_TISSUE_REMODELING",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_TISSUE_REMODELING",1,Inf,"DOWN",1
"GO_EMBRYONIC_PLACENTA_DEVELOPMENT",1,Inf,"UP",1
"GO_EMBRYONIC_PLACENTA_DEVELOPMENT",0.36261486599259,0.355546462703539,"DOWN",1
"GO_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS",1,1.19771379316436,"UP",1
"GO_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS",1,1.19771379316436,"DOWN",1
"GO_ANATOMICAL_STRUCTURE_MATURATION",0.391169523308898,Inf,"UP",1
"GO_ANATOMICAL_STRUCTURE_MATURATION",0.391169523308898,Inf,"DOWN",1
"GO_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS",1,Inf,"UP",1
"GO_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS",0.430640723344053,0.474314071080474,"DOWN",1
"GO_CELLULAR_EXTRAVASATION",0.594435463485207,0.831970309263489,"UP",1
"GO_CELLULAR_EXTRAVASATION",1,Inf,"DOWN",1
"GO_REGULATION_OF_TELOMERE_MAINTENANCE",1,Inf,"UP",1
"GO_REGULATION_OF_TELOMERE_MAINTENANCE",1,Inf,"DOWN",1
"GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS",1,Inf,"UP",1
"GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS",0.126539493891371,0.235426989380047,"DOWN",1
"GO_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION",1,Inf,"UP",1
"GO_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION",1,Inf,"DOWN",1
"GO_FATTY_ACYL_COA_METABOLIC_PROCESS",1,0,"UP",1
"GO_FATTY_ACYL_COA_METABOLIC_PROCESS",1,0,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS",0.430640723344053,0.474314071080474,"DOWN",1
"GO_POSITIVE_REGULATION_OF_HISTONE_DEACETYLATION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_HISTONE_DEACETYLATION",0.201465658227302,0.118578096465687,"DOWN",1
"GO_POSITIVE_REGULATION_OF_INSULIN_SECRETION",1,0.951643393467967,"UP",1
"GO_POSITIVE_REGULATION_OF_INSULIN_SECRETION",0.609037246978089,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT",1,Inf,"DOWN",1
"GO_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS",1,Inf,"UP",1
"GO_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS",0.545833066863596,0.712522954818568,"DOWN",1
"GO_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS",0.49146096923459,0.59330559407767,"UP",1
"GO_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS",1,Inf,"DOWN",1
"GO_CHEMICAL_HOMEOSTASIS_WITHIN_A_TISSUE",1,0,"UP",1
"GO_CHEMICAL_HOMEOSTASIS_WITHIN_A_TISSUE",1,0,"DOWN",1
"GO_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION",0.501063990444108,2.52967778436491,"UP",1
"GO_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION",0.281222697289518,0.527339906842213,"DOWN",1
"GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",0.218211767474623,1.79385111295836,"UP",1
"GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",0.381385861842028,1.50498534874283,"DOWN",1
"GO_REGULATION_OF_RNA_POLYMERASE_II_TRANSCRIPTIONAL_PREINITIATION_COMPLEX_ASSEMBLY",1,0,"UP",1
"GO_REGULATION_OF_RNA_POLYMERASE_II_TRANSCRIPTIONAL_PREINITIATION_COMPLEX_ASSEMBLY",1,0,"DOWN",1
"GO_EPITHELIAL_CELL_CELL_ADHESION",1,Inf,"UP",1
"GO_EPITHELIAL_CELL_CELL_ADHESION",0.286537803859308,0.236959604707618,"DOWN",1
"GO_REGULATION_OF_MITOCHONDRION_ORGANIZATION",1,Inf,"UP",1
"GO_REGULATION_OF_MITOCHONDRION_ORGANIZATION",0.49146096923459,0.59330559407767,"DOWN",1
"GO_POLYAMINE_METABOLIC_PROCESS",1,0,"UP",1
"GO_POLYAMINE_METABOLIC_PROCESS",1,0,"DOWN",1
"GO_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY",1,0,"UP",1
"GO_NEGATIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY",1,0,"DOWN",1
"GO_PTERIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",1,0,"UP",1
"GO_PTERIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",1,0,"DOWN",1
"GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",1,0.951250578862467,"UP",1
"GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",0.00809878745196709,0.229233516388507,"DOWN",0.975630762891708
"GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS",0.286537803859308,0.236959604707618,"UP",1
"GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS",0.286537803859308,0.236959604707618,"DOWN",1
"GO_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY",0.36261486599259,0.355546462703539,"DOWN",1
"GO_PROXIMAL_DISTAL_PATTERN_FORMATION",1,Inf,"UP",1
"GO_PROXIMAL_DISTAL_PATTERN_FORMATION",0.594435463485207,0.831970309263489,"DOWN",1
"GO_STRIATED_MUSCLE_CONTRACTION",0.501063990444108,2.52967778436491,"UP",1
"GO_STRIATED_MUSCLE_CONTRACTION",0.722057793654554,0.749113344291418,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_ANION_TRANSPORT",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_ANION_TRANSPORT",0.36261486599259,0.355546462703539,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION",1,Inf,"DOWN",1
"GO_ECTODERM_DEVELOPMENT",1,Inf,"UP",1
"GO_ECTODERM_DEVELOPMENT",1,Inf,"DOWN",1
"GO_HYALURONAN_METABOLIC_PROCESS",0.106344950848972,0,"UP",1
"GO_HYALURONAN_METABOLIC_PROCESS",1,Inf,"DOWN",1
"GO_LEUKOCYTE_MIGRATION",0.537006762157354,1.45488949117497,"UP",1
"GO_LEUKOCYTE_MIGRATION",0.300216861710495,1.866835933949,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT",1,Inf,"DOWN",1
"GO_SENSORY_PERCEPTION_OF_PAIN",1,1.67482181785678,"UP",1
"GO_SENSORY_PERCEPTION_OF_PAIN",0.391169523308898,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC",1,0,"UP",1
"GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC",1,0,"DOWN",1
"GO_ALDITOL_METABOLIC_PROCESS",1,0,"UP",1
"GO_ALDITOL_METABOLIC_PROCESS",1,0,"DOWN",1
"GO_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C",1,0,"UP",1
"GO_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C",1,0,"DOWN",1
"GO_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE",0.0362383858656012,6.46696950385144,"UP",1
"GO_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE",0.16488775099959,0.562883002191042,"DOWN",1
"GO_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",1,Inf,"UP",1
"GO_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION",0.286537803859308,0.236959604707618,"DOWN",1
"GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY",0.280795253540525,1.68161677532828,"UP",1
"GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY",0.587510615728036,0.819235598319526,"DOWN",1
"GO_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",1,0,"UP",1
"GO_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",1,0,"DOWN",1
"GO_PEPTIDYL_LYSINE_MODIFICATION",1,1.43279681964277,"UP",1
"GO_PEPTIDYL_LYSINE_MODIFICATION",0.382272857441568,Inf,"DOWN",1
"GO_METHYLATION_DEPENDENT_CHROMATIN_SILENCING",1,0,"UP",1
"GO_METHYLATION_DEPENDENT_CHROMATIN_SILENCING",1,0,"DOWN",1
"GO_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY",1,Inf,"UP",1
"GO_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY",1,Inf,"DOWN",1
"GO_HORMONE_MEDIATED_SIGNALING_PATHWAY",1,0.951250578862467,"UP",1
"GO_HORMONE_MEDIATED_SIGNALING_PATHWAY",0.711274676348592,2.03969919148857,"DOWN",1
"GO_ANDROGEN_BIOSYNTHETIC_PROCESS",1,Inf,"UP",1
"GO_ANDROGEN_BIOSYNTHETIC_PROCESS",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_PROTEIN_BINDING",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_PROTEIN_BINDING",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION",1,0,"UP",1
"GO_POSITIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION",1,0,"DOWN",1
"GO_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY",1,0,"UP",1
"GO_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY",1,0,"DOWN",1
"GO_REGULATION_OF_LIPID_METABOLIC_PROCESS",0.512651255941329,3.02366496585194,"UP",1
"GO_REGULATION_OF_LIPID_METABOLIC_PROCESS",1,1.43811648279489,"DOWN",1
"GO_HEMIDESMOSOME_ASSEMBLY",1,Inf,"UP",1
"GO_HEMIDESMOSOME_ASSEMBLY",1,Inf,"DOWN",1
"GO_MAST_CELL_ACTIVATION",1,Inf,"UP",1
"GO_MAST_CELL_ACTIVATION",1,Inf,"DOWN",1
"GO_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY",1,Inf,"UP",1
"GO_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION",1,1.31213173134804,"UP",1
"GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION",1,1.31213173134804,"DOWN",1
"GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION",1,Inf,"UP",1
"GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_NEUTROPHIL_MIGRATION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_NEUTROPHIL_MIGRATION",1,Inf,"DOWN",1
"GO_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT",1,0,"UP",1
"GO_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT",1,0,"DOWN",1
"GO_REGULATION_OF_SPINDLE_CHECKPOINT",1,0,"UP",1
"GO_REGULATION_OF_SPINDLE_CHECKPOINT",1,0,"DOWN",1
"GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION",1,Inf,"DOWN",1
"GO_ANATOMICAL_STRUCTURE_REGRESSION",1,0,"UP",1
"GO_ANATOMICAL_STRUCTURE_REGRESSION",1,0,"DOWN",1
"GO_CEREBRAL_CORTEX_NEURON_DIFFERENTIATION",1,Inf,"UP",1
"GO_CEREBRAL_CORTEX_NEURON_DIFFERENTIATION",1,Inf,"DOWN",1
"GO_OVARIAN_FOLLICLE_DEVELOPMENT",1,Inf,"UP",1
"GO_OVARIAN_FOLLICLE_DEVELOPMENT",1,Inf,"DOWN",1
"GO_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL",1,0,"UP",1
"GO_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL",1,0,"DOWN",1
"GO_REGULATION_OF_MYOBLAST_DIFFERENTIATION",1,Inf,"UP",1
"GO_REGULATION_OF_MYOBLAST_DIFFERENTIATION",1,Inf,"DOWN",1
"GO_GLUCAN_METABOLIC_PROCESS",1,Inf,"UP",1
"GO_GLUCAN_METABOLIC_PROCESS",1,Inf,"DOWN",1
"GO_CARDIAC_ATRIUM_DEVELOPMENT",1,Inf,"UP",1
"GO_CARDIAC_ATRIUM_DEVELOPMENT",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS",0.500785055694947,2.65279640092616,"UP",1
"GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS",0.00741324082983198,0.260686311055548,"DOWN",0.975630762891708
"GO_FATTY_ACID_HOMEOSTASIS",1,Inf,"UP",1
"GO_FATTY_ACID_HOMEOSTASIS",0.286537803859308,0.236959604707618,"DOWN",1
"GO_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS",1,Inf,"UP",1
"GO_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS",0.106344950848972,0,"DOWN",1
"GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS",0.545833066863596,0.712522954818568,"UP",1
"GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS",0.545833066863596,0.712522954818568,"DOWN",1
"GO_REGULATION_OF_PLATELET_AGGREGATION",1,Inf,"UP",1
"GO_REGULATION_OF_PLATELET_AGGREGATION",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION",1,Inf,"DOWN",1
"GO_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING",0.49146096923459,0.59330559407767,"UP",1
"GO_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING",0.126539493891371,0.235426989380047,"DOWN",1
"GO_NEPHRIC_DUCT_DEVELOPMENT",1,Inf,"UP",1
"GO_NEPHRIC_DUCT_DEVELOPMENT",0.286537803859308,0.236959604707618,"DOWN",1
"GO_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT",1,Inf,"UP",1
"GO_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT",1,Inf,"DOWN",1
"GO_ERROR_FREE_TRANSLESION_SYNTHESIS",1,0,"UP",1
"GO_ERROR_FREE_TRANSLESION_SYNTHESIS",1,0,"DOWN",1
"GO_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION",0.36261486599259,0.355546462703539,"UP",1
"GO_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION",1,Inf,"DOWN",1
"GO_RESPONSE_TO_TESTOSTERONE",1,Inf,"UP",1
"GO_RESPONSE_TO_TESTOSTERONE",0.49146096923459,0.59330559407767,"DOWN",1
"GO_CENTRIOLE_ASSEMBLY",1,0,"UP",1
"GO_CENTRIOLE_ASSEMBLY",1,0,"DOWN",1
"GO_REGULATION_OF_HEMOPOIESIS",0.166398286193221,4.15007178714027,"UP",1
"GO_REGULATION_OF_HEMOPOIESIS",0.256409480102372,0.562835340627946,"DOWN",1
"GO_ATRIAL_SEPTUM_DEVELOPMENT",1,Inf,"UP",1
"GO_ATRIAL_SEPTUM_DEVELOPMENT",1,Inf,"DOWN",1
"GO_DETECTION_OF_TEMPERATURE_STIMULUS",1,Inf,"UP",1
"GO_DETECTION_OF_TEMPERATURE_STIMULUS",1,Inf,"DOWN",1
"GO_ION_TRANSMEMBRANE_TRANSPORT",0.691112244668702,1.26602858132719,"UP",1
"GO_ION_TRANSMEMBRANE_TRANSPORT",0.226947838385889,1.99768463870231,"DOWN",1
"GO_ENAMEL_MINERALIZATION",1,Inf,"UP",1
"GO_ENAMEL_MINERALIZATION",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING",0.430640723344053,0.474314071080474,"UP",1
"GO_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING",0.430640723344053,0.474314071080474,"DOWN",1
"GO_NEURAL_CREST_CELL_MIGRATION",0.391169523308898,Inf,"UP",1
"GO_NEURAL_CREST_CELL_MIGRATION",0.0657429437524898,0.320275310554107,"DOWN",1
"GO_SPINAL_CORD_MOTOR_NEURON_CELL_FATE_SPECIFICATION",1,Inf,"UP",1
"GO_SPINAL_CORD_MOTOR_NEURON_CELL_FATE_SPECIFICATION",0.286537803859308,0.236959604707618,"DOWN",1
"GO_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS",1,Inf,"UP",1
"GO_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS",1,Inf,"DOWN",1
"GO_REGULATION_OF_BEHAVIOR",1,Inf,"UP",1
"GO_REGULATION_OF_BEHAVIOR",0.430640723344053,0.474314071080474,"DOWN",1
"GO_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS",1,Inf,"UP",1
"GO_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS",1,Inf,"DOWN",1
"GO_GLYCOLIPID_CATABOLIC_PROCESS",1,Inf,"UP",1
"GO_GLYCOLIPID_CATABOLIC_PROCESS",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_HEART_RATE",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_HEART_RATE",1,Inf,"DOWN",1
"GO_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY",0.0153723197063428,0.174029572545402,"UP",1
"GO_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY",0.611776725727992,Inf,"DOWN",1
"GO_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_OXIDASE",1,0,"UP",1
"GO_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_OXIDASE",1,0,"DOWN",1
"GO_POSITIVE_REGULATION_OF_VASOCONSTRICTION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_VASOCONSTRICTION",1,Inf,"DOWN",1
"GO_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT",1,0,"UP",1
"GO_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT",1,0,"DOWN",1
"GO_PROTEIN_TARGETING_TO_MEMBRANE",1,Inf,"UP",1
"GO_PROTEIN_TARGETING_TO_MEMBRANE",1,Inf,"DOWN",1
"GO_MITOTIC_CELL_CYCLE",0.118797899398878,5.04076440046073,"UP",1
"GO_MITOTIC_CELL_CYCLE",0.440310215830744,0.70357310189277,"DOWN",1
"GO_REGULATION_OF_FEEDING_BEHAVIOR",1,Inf,"UP",1
